la,lo,s
"60.117","-149.45","702770"
"62.961","-141.946","702910"
"63.383","-143.333","702923"
"60.489","-145.451","702960"
"60.083","-142.5","702980"
"58.65","-162.067","703050"
"57.163","-170.22","703080"
"55.207","-162.722","703160"
"55.317","-160.517","703165"
"59.05","-158.517","703210"
"58.684","-156.654","703260"
"58.683","-156.683","703263"
"56.95","-158.617","703330"
"59.753","-154.915","703400"
"59.647","-151.477","703410"
"59.433","-146.333","703430"
"57.75","-152.492","703500"
"59.8","-144.6","703600"
"59.645","-151.478","703604"
"59","-161.817","703605"
"59.51","-139.628","703610"
"59.46","-135.313","703620"
"59.233","-135.433","703625"
"59.245","-135.52","703626"
"58.2","-136.633","703650"
"57.048","-135.36","703710"
"58.355","-134.575","703810"
"56.35","-169.4","703835"
"56.817","-132.967","703860"
"56.483","-132.367","703870"
"56","-134.133","703880"
"55.583","-133.083","703894"
"55.357","-131.712","703950"
"55.043","-131.57","703980"
"52.717","-174.1","704140"
"51.883","-176.65","704540"
"51.383","179.267","704545"
"53.367","-167.9","704851"
"53.9","-166.55","704890"
"56","-160.517","704896"
"51.1","-114.367","710347"
"55.683","-121.617","710348"
"55.083","-59.183","710349"
"64.7","-110.617","710356"
"65.2","-123.433","710358"
"65.283","-126.8","710430"
"60.167","-132.733","710450"
"72","-125.267","710510"
"48.75","-86.333","710514"
"55.75","-120.183","710561"
"55.733","-120.183","710563"
"58.617","-117.167","710660"
"56.233","-117.433","710680"
"55.283","-114.783","710690"
"76.233","-119.333","710720"
"58.383","-109.517","710730"
"58.183","-103.7","710750"
"59.567","-108.483","710760"
"55.833","-108.433","710770"
"55.833","-108.417","710774"
"56.867","-101.083","710780"
"55.8","-97.867","710790"
"68.767","-81.233","710810"
"62.817","-92.117","710830"
"70.483","-68.517","710900"
"68.883","-75.133","710910"
"66.133","-65.7","710934"
"66.65","-61.383","710940"
"72.7","-77.967","710950"
"67.55","-64.016","710964"
"53.25","-131.817","711010"
"53.017","-122.5","711030"
"52.183","-122.05","711040"
"50","-127.417","711054"
"49.083","-125.767","711060"
"51.933","-131.017","711070"
"-11.533","43.267","711071"
"49.033","-122.367","711080"
"50.667","-127.367","711090"
"50.583","-126.933","711100"
"50.783","-128.433","711110"
"48.917","-125.55","711120"
"49.367","-121.483","711140"
"50.233","-119.283","711150"
"54.417","-110.283","711200"
"53.667","-113.467","711210"
"51.2","-115.55","711220"
"53.317","-113.583","711230"
"53.667","-113.85","711233"
"54.133","-108.517","711250"
"54.9","-109.967","711275"
"51.517","-109.167","711290"
"51.467","-109.167","711294"
"53.333","-104","711300"
"59.25","-105.833","711320"
"49.167","-105.983","711350"
"51.267","-102.467","711380"
"49.917","-99.95","711400"
"53.967","-97.833","711410"
"51.75","-99.9","711430"
"53.85","-94.65","711450"
"53.55","-64.099","711820"
"50.233","-57.583","711850"
"49.133","-68.2","711870"
"48.767","-64.483","711880"
"50.283","-64.15","711896"
"49.267","-54.883","711930"
"47.617","-57.617","711940"
"47.867","-55.85","711950"
"48.667","-53.117","711960"
"47.567","-59.15","711970"
"49.3","-123.117","712010"
"48.367","-123.75","712020"
"48.367","-123.75","712023"
"49.95","-119.367","712030"
"49.95","-119.383","712035"
"49.95","-125.267","712050"
"52.383","-126.583","712060"
"52.383","-126.583","712063"
"49.833","-124.5","712080"
"49.817","-124.5","712085"
"46.483","-84.5","712600"
"46.483","-84.5","712603"
"43.183","-79.167","712625"
"43.167","-79.933","712630"
"46.017","-73.817","712635"
"43.867","-79.367","712643"
"43.633","-79.4","712650"
"50.283","-63.617","713130"
"43.45","-80.383","713680"
"43.45","-80.383","713681"
"43.45","-80.383","713683"
"45.517","-73.417","713710"
"45.517","-73.417","713713"
"44.883","-63.517","713950"
"44.883","-63.517","713951"
"44.883","-63.517","713953"
"44.983","-64.917","713970"
"43.883","-60.55","713990"
"51.133","-106.583","714503"
"54.017","-132.117","714724"
"48.417","-123.333","714735"
"51.15","-121.5","714740"
"49.25","-124.833","714755"
"57.25","-105.6","714880"
"65.767","-111.25","714963"
"42.85","-80.267","715270"
"44.25","-79.917","715340"
"42.267","-82.967","715380"
"48.817","-87.1","715590"
"43.933","-60","716000"
"44.633","-63.5","716010"
"44.533","-65.783","716013"
"43.833","-66.083","716030"
"46.817","-60.667","716040"
"45.333","-65.883","716090"
"45.433","-71.683","716100"
"44.217","-76.6","716200"
"44.117","-77.533","716210"
"43.033","-81.15","716230"
"43.667","-79.633","716240"
"43.167","-79.933","716246"
"43.183","-79.183","716248"
"45.95","-77.317","716250"
"-11.533","43.267","716251"
"45.467","-73.75","716270"
"45.517","-73.417","716275"
"45.667","-74.033","716278"
"45.517","-75.55","716279"
"45.317","-75.667","716280"
"44.233","-78.367","716290"
"44.233","-78.35","716293"
"44.967","-79.3","716300"
"43.983","-80.75","716310"
"44.75","-81.1","716330"
"42.983","-82.3","716340"
"43","-82.3","716341"
"43","-82.3","716344"
"47.817","-83.35","716420"
"45.867","-66.533","717000"
"45.833","-66.433","717010"
"46.433","-63.833","717020"
"47.15","-67.833","717030"
"46.117","-64.683","717050"
"46.283","-63.117","717060"
"46.167","-60.05","717070"
"46.8","-71.367","717080"
"47.417","-61.783","717090"
"47.383","-61.867","717094"
"47.983","-66.333","717110"
"46.783","-71.367","717140"
"47.8","-69.55","717150"
"46.9","-71.5","717160"
"47","-65.45","717170"
"47.617","-65.75","717173"
"48.6","-68.217","717180"
"46.05","-74.283","717200"
"46.3","-76","717220"
"48.067","-77.783","717250"
"48.2","-78.833","717255"
"48.333","-71","717270"
"48.517","-72.267","717280"
"46.617","-80.8","717300"
"46.35","-79.433","717310"
"45.883","-82.567","717330"
"46.35","-82.567","717334"
"47.7","-79.85","717350"
"47.65","-83.35","717374"
"46.483","-84.5","717375"
"47.967","-84.783","717380"
"48.567","-81.367","717390"
"50.633","-97.05","717480"
"48.367","-89.317","717490"
"48.8","-87.1","717493"
"48.65","-123.433","717990"
"48.367","-123.75","717995"
"46.65","-53.067","718000"
"47.617","-52.733","718010"
"46.917","-55.383","718020"
"-11.533","43.267","718021"
"48.933","-54.567","718030"
"46.767","-56.167","718050"
"49.917","-55.667","718060"
"47.3","-54","718070"
"51.45","-57.183","718080"
"49.217","-57.4","718090"
"49.833","-64.3","718100"
"50.25","-63.6","718105"
"50.217","-66.267","718110"
"61.1","-94.067","718120"
"50.183","-61.817","718130"
"50.183","-61.8","718134"
"48.533","-58.55","718150"
"53.317","-60.417","718160"
"52.3","-55.833","718170"
"52.25","-55.6","718171"
"52.3","-55.817","718173"
"53.7","-57.033","718180"
"51.367","-56.1","718190"
"55.083","-59.183","718193"
"51.383","-56.083","718194"
"49.767","-77.817","718210"
"-11.533","43.267","718211"
"49.767","-74.533","718220"
"53.75","-73.667","718230"
"51.95","-68.133","718241"
"52.933","-66.867","718250"
"66.15","-65.717","718260"
"53.633","-77.7","718270"
"54.8","-66.817","718280"
"49.417","-82.467","718310"
"49.783","-86.933","718340"
"49.7","-86.95","718344"
"51.267","-80.65","718355"
"51.267","-80.65","718360"
"51.283","-80.6","718365"
"-11.533","43.267","718401"
"50.3","-89.033","718410"
"50.117","-91.9","718420"
"49.833","-92.733","718425"
"53.817","-89.883","718440"
"51.45","-90.2","718450"
"51.433","-90.2","718454"
"52.2","-87.95","718460"
"53.833","-89.867","718480"
"49.783","-94.367","718500"
"49.9","-98.267","718510"
"49.9","-97.233","718520"
"51.067","-93.8","718540"
"51.1","-100.05","718550"
"50.617","-97.033","718560"
"51.667","-98.75","718571"
"54.667","-101.683","718575"
"53.183","-99.267","718580"
"52.35","-97.033","718590"
"51.1","-114.367","718600"
"50.383","-102.683","718610"
"49.217","-102.967","718620"
"50.433","-104.667","718630"
"50.333","-105.55","718640"
"51.767","-104.2","718650"
"52.167","-106.683","718660"
"53.967","-101.1","718670"
"52.817","-102.317","718680"
"53.217","-105.667","718690"
"50.3","-107.683","718700"
"53.317","-110.067","718710"
"53.35","-110.833","718711"
"50.017","-110.717","718720"
"52.083","-111.45","718730"
"49.633","-112.8","718740"
"49.517","-114","718750"
"49.517","-114","718755"
"52.767","-108.25","718760"
"51.117","-114.017","718770"
"51.3","-116.967","718775"
"51.1","-114.383","718776"
"52.183","-113.9","718780"
"53.567","-113.517","718790"
"49.75","-114.883","718794"
"49.617","-115.783","718800"
"53.583","-116.467","718810"
"53.083","-116.8","718814"
"50.967","-118.183","718820"
"52.133","-119.3","718830"
"49.3","-117.633","718840"
"49.467","-120.517","718860"
"49.467","-120.517","718864"
"50.7","-120.45","718870"
"52.883","-118.067","718880"
"49.467","-119.6","718890"
"49.95","-119.383","718895"
"49.05","-123.867","718900"
"49.35","-124.167","718905"
"50.233","-121.583","718910"
"49.283","-121.233","718915"
"49.2","-123.167","718920"
"49.3","-123.117","718925"
"49.717","-124.9","718930"
"49.95","-125.267","718936"
"49.383","-126.55","718940"
"50.65","-128.05","718950"
"50.917","-127.95","718951"
"53.883","-122.667","718960"
"54.3","-130.433","718980"
"54.25","-133.05","718990"
"55.45","-60.217","719000"
"55.333","-63.217","719010"
"56.55","-61.683","719020"
"61.083","-69.55","719041"
"55.283","-77.75","719050"
"58.1","-68.417","719060"
"58.467","-78.083","719070"
"58.467","-78.083","719073"
"60.05","-77.283","719077"
"63.117","-77.933","719081"
"63.75","-68.55","719090"
"64.233","-76.533","719100"
"56.35","-94.7","719120"
"58.733","-94.05","719130"
"69.533","-93.567","719145"
"64.2","-83.367","719150"
"68.633","-95.85","719156"
"73.217","-119.533","719160"
"79.983","-85.933","719170"
"57.35","-107.133","719200"
"55.15","-105.267","719220"
"74.717","-94.983","719240"
"69.1","-105.133","719250"
"64.3","-96.067","719260"
"61.1","-94.067","719264"
"64.3","-96","719265"
"52.433","-114.917","719280"
"54.15","-115.783","719300"
"56.65","-111.217","719320"
"58.767","-111.117","719330"
"60.017","-111.967","719340"
"60.833","-115.767","719350"
"62.467","-114.45","719360"
"67.817","-115.133","719380"
"-11.533","43.267","719390"
"55.183","-118.883","719400"
"55.7","-121.633","719403"
"56.233","-120.733","719430"
"55.3","-123.133","719440"
"58.833","-122.6","719450"
"61.767","-121.233","719460"
"70.167","-124.683","719480"
"54.133","-115.783","719491"
"54.817","-127.183","719500"
"54.467","-128.583","719510"
"60.117","-128.817","719530"
"69.45","-133.017","719540"
"68.3","-133.483","719570"
"58.417","-130","719580"
"69.45","-133","719590"
"69.433","-133.033","719595"
"60.7","-135.067","719640"
"64.05","-139.133","719660"
"61.367","-139.05","719670"
"61.367","-139.033","719674"
"69.583","-140.183","719690"
"42.55","-83.183","720113"
"32.232","-80.7","720120"
"41.433","-88.417","720137"
"41.017","-89.383","720141"
"30.383","-103.683","720151"
"37.183","-88.75","720170"
"34.55","-93.583","720172"
"45.417","-123.817","720202"
"31.4","-84.883","720257"
"46.617","-93.317","720258"
"35.217","-83.417","720259"
"33.167","-97.833","720261"
"40.05","-106.367","720262"
"32.917","-85.967","720265"
"41.267","-85.833","720266"
"30.967","-84.633","720268"
"28.967","-95.867","720273"
"34.267","-78.717","720274"
"41.733","-83.65","720275"
"35.25","-81.6","720277"
"36.683","-77.467","720278"
"34.6","-78.583","720279"
"34.217","-99.283","720281"
"36.017","-75.667","720282"
"43.683","-92.183","720283"
"42.567","-84.817","720284"
"32.45","-97.817","720286"
"33.717","-96.667","720287"
"36.367","-78.533","720288"
"30.883","-94.033","720296"
"31.867","-95.217","720298"
"32.45","-96.917","720299"
"30.867","-96.617","720303"
"33.25","-97.583","720305"
"38.967","-94.367","720306"
"34.867","-86.55","720307"
"41.2","-96.117","720308"
"40.95","-91.517","720309"
"35.617","-105.983","720313"
"31.783","-95.7","720314"
"38.4","-77.45","720317"
"33.1","-98.55","720318"
"39.017","-87.65","720319"
"32.35","-97.433","720320"
"45.65","-84.517","720321"
"48.3","-116.55","720322"
"44.883","-91.867","720327"
"38.6","-87.717","720330"
"44.617","-86.2","720340"
"44.333","-89.017","720343"
"42.733","-95.55","720344"
"42.783","-109.8","720345"
"33.6","-83.133","720347"
"33.15","-83.233","720348"
"41.233","-92.483","720351"
"34.7","-99.333","720354"
"35.533","-98.933","720356"
"35.95","-96.767","720357"
"35.467","-98","720358"
"35.267","-96.683","720359"
"38.733","-80.65","720366"
"45.367","-94.75","720367"
"43.983","-95.783","720368"
"43.75","-111.1","720369"
"41.967","-85.6","720371"
"34.217","-86.25","720376"
"30.283","-87.667","720381"
"28.35","-97.717","720391"
"31.05","-82.767","720392"
"34.85","-102.333","720393"
"39.217","-82.233","720397"
"44.033","-89.3","720398"
"52.8","173.167","720404"
"52.8","173.167","720408"
"44.467","-93.017","722003"
"43.617","-96.217","722006"
"43.45","-83.45","722007"
"24.553","-81.754","722010"
"28.283","-81.433","722011"
"28.95","-81.85","722012"
"28.467","-82.45","722014"
"24.583","-81.683","722015"
"24.733","-81.05","722016"
"25.824","-80.3","722020"
"26.367","-80.1","722022"
"25.9","-80.283","722024"
"26.072","-80.154","722025"
"25.483","-80.383","722026"
"25.65","-80.433","722029"
"26.685","-80.099","722030"
"34.267","-86.85","722031"
"44.067","-93.55","722032"
"44.75","-95.55","722033"
"26.917","-82","722034"
"26","-80.233","722037"
"26.15","-81.767","722038"
"26.2","-80.167","722039"
"28.1","-80.65","722040"
"29.45","-90.267","722041"
"32.732","-95.5","722042"
"34.8","-96.667","722044"
"27.656","-80.418","722045"
"26.233","-80.1","722049"
"28.434","-81.325","722050"
"34.4","-96.15","722051"
"36.767","-98.667","722052"
"28.55","-81.333","722053"
"35.133","-90.233","722054"
"29.167","-82.217","722055"
"29.177","-81.06","722056"
"28.783","-81.233","722057"
"42.683","-88.3","722059"
"30.494","-81.693","722060"
"28.35","-82.617","722064"
"30.233","-81.683","722065"
"30.4","-81.417","722066"
"30.217","-81.867","722067"
"30.333","-81.517","722068"
"30.4","-86.467","722069"
"32.119","-81.202","722070"
"35.1","-97.967","722071"
"36.617","-87.417","722072"
"34.983","-78.367","722073"
"38.083","-88.117","722074"
"41.933","-88.7","722075"
"40.2","-87.6","722076"
"34.467","-97.967","722078"
"35.783","-80.3","722079"
"32.899","-80.041","722080"
"39.417","-77.367","722081"
"42.25","-89.583","722082"
"32.483","-80.717","722085"
"32.667","-81.033","722086"
"40.933","-90.433","722089"
"31.883","-81.567","722090"
"36.3","-95.483","722091"
"36.6","-94.733","722092"
"44.683","-84.733","722093"
"32.7","-97.05","722094"
"36.683","-101.5","722095"
"35.967","-115.133","722096"
"37.45","-106.8","722101"
"27.483","-80.367","722103"
"27.767","-82.617","722104"
"26.586","-81.864","722106"
"32.667","-102.65","722107"
"26.533","-81.75","722108"
"34.3","-84.417","722109"
"27.961","-82.54","722110"
"34.467","-85.717","722111"
"32.7","-94.95","722112"
"30.167","-96.967","722113"
"45.15","-93.833","722114"
"27.383","-82.55","722115"
"27.9","-82.683","722116"
"27.983","-82.017","722119"
"32.7","-100.95","722122"
"40.15","-97.583","722124"
"43.433","-83.867","722125"
"41.067","-87.833","722127"
"46.833","-96.667","722129"
"31.25","-82.4","722130"
"35.383","-80.7","722132"
"35.433","-94.8","722133"
"31.536","-82.507","722135"
"31.25","-81.467","722136"
"31.252","-81.391","722137"
"30.367","-89.45","722138"
"30.393","-84.353","722140"
"36.017","-78.333","722141"
"44.517","-114.217","722142"
"32.583","-96.717","722143"
"45.233","-93.983","722144"
"45.417","-84.9","722145"
"29.69","-82.272","722146"
"31.083","-83.8","722147"
"41.35","-89.15","722149"
"41.35","-71.8","722151"
"36.433","-99.533","722152"
"34.717","-84.867","722154"
"39.217","-104.633","722155"
"34.117","-84.833","722156"
"40.517","-90.65","722157"
"38.983","-76.483","722158"
"26.167","-97.967","722159"
"31.533","-84.183","722160"
"35.667","-95.95","722164"
"34.983","-89.783","722165"
"30.783","-83.283","722166"
"38.25","-78.05","722167"
"44.783","-95.033","722168"
"32.688","-83.654","722170"
"40.917","-88.633","722171"
"39.7","-87.667","722172"
"34.167","-101.717","722174"
"32.633","-83.6","722175"
"35.2","-83.867","722177"
"35.017","-94.617","722178"
"45.15","-92.533","722179"
"33.37","-81.965","722180"
"33.467","-82.033","722181"
"41.9","-89.083","722182"
"45.817","-92.367","722183"
"34.267","-83.833","722185"
"45.7","-85.567","722186"
"35.35","-96.95","722187"
"35.217","-91.733","722188"
"27.183","-80.217","722189"
"33.64","-84.427","722190"
"33.933","-78.067","722191"
"40.3","-88.15","722194"
"33.767","-84.517","722195"
"33.867","-84.3","722196"
"33.367","-84.55","722197"
"36.2","-81.65","722198"
"35.933","-95","722199"
"29.733","-85.033","722200"
"35.583","-79.1","722201"
"29.217","-99.75","722202"
"42.05","-90.1","722204"
"28.65","-96.667","722209"
"30.483","-86.533","722210"
"41.967","-100.567","722211"
"29.967","-81.333","722212"
"28.817","-81.8","722213"
"35.85","-102.017","722214"
"30.78","-86.523","722215"
"30.467","-87.2","722220"
"30.473","-87.188","722221"
"30.473","-87.188","722223"
"30.35","-87.317","722225"
"30.724","-87.022","722226"
"30.688","-88.246","722230"
"30.633","-88.067","722235"
